Event_Title,Start_Date,Start_Time,End_Date,End_Time,Category,Tags,Excerpt,Location_Business_Name,Location_Address,Location_City_State_ZIP,Event_URL,Event_Image,Text_Block,Published_Date,Workflow_State
Sunset Photographic Workshop - Chesterton Windmill 05-10,2026-10-05,17:30:00,2026-10-05,19:30:00,2.5hrs-4hrs,,05/10/2026Warwickshire - Chesterton Windmill - Practise and learn long exposures and composition at this famous Midlands landmark windmill on this night shoot.,Warwickshire,"Windmill Hill Ln, England, CV33 9LB, United Kingdom",CV33 9LB,https://www.alanranger.com/photographic-workshops-near-me/sunset-chesterton-windmill-spring-7gw7j,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1546348903737-ZZOPNMPKQI3BIO8NTQJA/chesterton-windmill-photography-workshops.jpg,,2025-10-31 15:09:46,Published
"Dartmoor Photography Workshop | Woodlands, Moors and Tors",2026-10-09,14:00:00,2026-10-11,15:00:00,2-5-days,,"09/10/2026Dartmoor Photography Workshop | Woodland, Moors and Tors weekend residential landscape workshop - Based around Dartmoor National Park, South Devon.",Dartmoor,"PL20 6SW, United Kingdom",PL20 6SW,https://www.alanranger.com/photographic-workshops-near-me/dartmoor-photography-workshop-woodlands,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1696250238091-17YK0FSUYXO7SIFLMVPW/wistmans-wood+2.jpg,,2025-11-04 18:23:04,Published
Woodland Photography Walk | Coventry | Piles Coppice,2026-10-16,09:30:00,2026-10-16,11:30:00,2.5hrs-4hrs,,16/10/2026Woodland Photography Walk - Enjoy and learn in a 2hr informal walk through woodlands with any camera under the support of a professional Photographer,Coventry,"Coventry CV3 2ZZ, United Kingdom",Coventry CV3 2ZZ,https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-coventry-piles-coppice,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978483227-AGNBKSFNJEJ0VP2ERGWQ/Down+Under.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h3 style=""white-space:pre-wrap;""><strong>Location - Woodland Photography Walk </strong></h3><h3 style=""white-space:pre-wrap;"">Piles Coppice &amp; Brandon Wood - Warwickshire</h3>
</div>




















  
  



",2025-11-04 18:23:22,Published
Peak District Photography Workshops Padley Gorge | 10-17,2026-10-17,09:30:00,2026-10-17,16:00:00,1-day,,"17/10/2026Peak District Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river so provides ample opportunity for macro &amp; movement shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-winter,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1714559760976-6CZKC2X0XATXWIR0Q0X6/Peak+District+Photography+workshops.jpg,,2025-11-04 18:23:26,Published
The Secrets of Woodland Photography - Masterclass Autumn,2026-10-18,10:00:00,2026-10-18,16:00:00,1-day,,"18/10/2026Coventry - The Secrets of Woodland Photography - open to all levels, experience, and camera. 1-Day Masterclass combining theory and practicals.",Coventry,"45 Hathaway Road, Coventry, England, CV4 9HP, United Kingdom",CV4 9HP,https://www.alanranger.com/photographic-workshops-near-me/secrets-of-woodland-photography-masterclass-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1687442036373-6Q6GKKLKEX4UZ00OFCMU/Plant%2BHill%2BWoods%2B%252311%2B-%2BJan%2B2022.jpg,,2025-11-04 18:23:29,Published
Batsford Arboretum Autumn Photography Workshop - 23/10,2026-10-23,08:00:00,2026-10-23,15:30:00,"1-day,2.5hrs-4hrs",,23/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-31oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:35:20,Published
Batsford Arboretum Autumn Photography Workshop - 24/10,2026-10-24,08:00:00,2026-10-24,15:30:00,"1-day,2.5hrs-4hrs",,24/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-29oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:35:51,Published
Batsford Arboretum Autumn Photography Workshop - 25/10,2026-10-25,08:00:00,2026-10-25,15:30:00,"1-day,2.5hrs-4hrs",,25/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-30oct,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:35:45,Published
Batsford Arboretum Autumn Photography Workshop -29/10,2026-10-29,08:00:00,2026-10-29,15:30:00,"1-day,2.5hrs-4hrs",,29/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-1nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:38:04,Published
Batsford Arboretum Autumn Photography Workshop - 30/10,2026-10-30,08:00:00,2026-10-30,15:30:00,"1-day,2.5hrs-4hrs",,30/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-2nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:36:44,Published
Batsford Arboretum Autumn Photography Workshop - 31/10,2026-10-31,08:00:00,2026-10-31,15:30:00,"1-day,2.5hrs-4hrs",,31/10/2026Gloucestershire - Batsford Arboretum Autumn Photography Workshops are a must for autumn colour - open to all levels and experience and camera," Batsford Arboretum - Gloucestershire","England, GL56 9AE, United Kingdom",GL56 9AE,https://www.alanranger.com/photographic-workshops-near-me/batsford-arboretum-autumn-photography-3nov,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1675347700488-3E0I5HD2RWPTEA20AQ1D/Autumn+Leaves.jpg,,2025-10-31 13:36:54,Published
Peak District Autumn Workshops Padley Gorge | 1-11,2026-11-01,09:30:00,2026-11-01,16:00:00,1-day,autumn,"01/11/2026Peak District Autumn Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river which provides ample opportunity for autumn shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1699522410481-3RW7I6IHD1I8ZVWQDSZ0/photographing-autumn.jpg,,2025-10-31 13:57:00,Published
Peak District Autumn Workshop - Padley Gorge | 7-11,2026-11-07,09:30:00,2026-11-07,16:00:00,1-day,autumn,"07/11/2026Peak District Autumn Photography Workshops - Padley Gorge - a narrow, tree-lined gorge with a river which provides ample opportunity for autumn shots",Peak District,"Upper Padley, Grindleford, S32 2JA, United Kingdom",S32 2JA,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-autumn-2,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1699522410481-3RW7I6IHD1I8ZVWQDSZ0/photographing-autumn.jpg,,2025-11-05 07:33:50,Published
Lake District Photography Workshops | Autumn in Cumbria,2026-11-13,09:30:00,2026-11-15,14:30:00,2-5-days,,13/11/2026Capture breathtaking images at our autumn Lake District Photography Workshops. Enhance your skills and discover iconic vistas with expert guidance.,Lake District,"England, CA12 4RL, United Kingdom",CA12 4RL,https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-autumn,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1695040431348-9BC1ENVF8Z9C0N6CR5UZ/blea+tarn-2.jpg,,2025-11-04 18:08:18,Published
Abstract and Macro Photography Workshop - Warwickshire,2025-11-08,10:00:00,2025-11-08,12:30:00,2.5hrs-4hrs,,08/11/2025Warwickshire - Abstract and Macro Photography Workshops. Learn how to photograph macro images with an award-winning professional photographer.,Alan Ranger Photography,"45 Hathaway Road, Coventry, United Kingdom",Coventry,https://www.alanranger.com/photographic-workshops-near-me/abstract-and-macro-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1734085795822-KGL13H1JB15QFAVBP4IU/Abstract+and+Macro+Photography+Workshops.jpg,,2025-03-20 11:32:58,Published
Woodland Photography Walk | Kenilworth | Crackley Woods,2025-11-07,09:30:00,2025-11-07,11:30:00,2.5hrs-4hrs,,07/11/2025Woodland Photography Walk - Enjoy and learn in a 2-hour informal walk through autumn woodlands with any camera under the support of a professional,Kenilworth,"Crackley Ln, England, CV8, United Kingdom",CV8,https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-kenilworth-crackley-woods,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978483227-AGNBKSFNJEJ0VP2ERGWQ/Down+Under.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h3 style=""white-space:pre-wrap;""><strong>Location - Woodland Photography Walk</strong></h3><h3 style=""white-space:pre-wrap;"">Crackley Woods, Kenilworth, Warwickshire</h3>
</div>




















  
  



",2025-10-26 17:19:55,Published
"Hartland Quay, Devon Seascape Photography Workshops",2025-09-26,12:30:00,2025-09-28,12:30:00,2-5-days,,"26/09/2025Devon, Hartland Quay - Photography Workshop. Learn how to photograph seascapes, long-exposure &amp; classic views at this dramatic coastline location",Devon,"Hartland Quay, Bideford, EX39 6DB, United Kingdom",EX39 6DB,https://www.alanranger.com/photographic-workshops-near-me/hartland-quay-photography-devon-seascapes,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1674565120064-MZONL9LFH2Z0RH81Z9CT/Atlantic+Force.jpg,,2025-07-28 15:52:49,Published
"Nant Mill Photography Workshop - Woodlands and Waterfalls ",2025-06-07,10:00:00,2025-06-07,14:00:00,2.5hrs-4hrs,,07/06/2025Nant Mill Photography Workshop - Wrexham  - Wander and shoot from the banks of the River Clywedog and visit waterfalls set in an enchanting woodland,Wales,"LL11 3BT, United Kingdom",LL11 3BT,https://www.alanranger.com/photographic-workshops-near-me/nant-mill-woodlands,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1603790147896-C4ALG2VYZK9T1U7BOQXZ/limbs.jpg,,2025-01-29 15:07:39,Published
Landscape Photography Workshops Yorkshire | Coastlines,2025-05-15,14:00:00,2025-05-18,14:00:00,2-5-days,,15/05/2025Landscape Photography Workshops Yorkshire -Moors and Coast - A great opportunity from sunrise to sunset to get iconic photos of North Yorkshire coast,North Yorkshire Moors and Coast,"Saltburn Ln, England, TS12 1HA, United Kingdom",TS12 1HA,https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire-coast,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1707212564861-65XIJN9NGEKXOO8C2J73/North+Yorkshire+Photography+Workshop.jpg,,2024-12-13 14:17:44,Published
"Somerset Photography Workshops | Hills, Woodlands, Marshes",2025-05-09,14:00:00,2025-05-11,14:00:00,2-5-days,,09/05/2025Somerset Photography Workshops - This is a great workshop from dawn to dusk to get those iconic views around Somerset’s finest photographic locations,Somerset,"glastonbury Tor View Avenue, Glastonbury, England, BA6 9LZ, United Kingdom",BA6 9LZ,https://www.alanranger.com/photographic-workshops-near-me/somerset-photography-workshop,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1597912700532-D49TYVNKD1LRCOL0M8IU/somerset-photography-workshop.jpg,,2025-01-28 17:07:56,Published
Woodland Photography Walk | Leamington Spa | Oakley Wood,2025-03-21,09:30:00,2025-03-21,11:30:00,2.5hrs-4hrs,,05/03/2025Woodland Photography Walk - Enjoy and learn in a 2hr informal walk through woodlands with any camera under the support of a professional Photographer,Leamington Spa,"Oakley Wood Crematorium, CV33 9QP, United Kingdom",CV33 9QP,https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-leamington-oakley-wood,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1709978483227-AGNBKSFNJEJ0VP2ERGWQ/Down+Under.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h3 style=""white-space:pre-wrap;""><strong>Location - Woodland Photography Walk</strong></h3><h3 style=""white-space:pre-wrap;"">Oakley Wood Crematorium - CV33 9QP</h3>
</div>




















  
  



",2025-03-05 17:17:08,Published
Peak District Photography Workshops - Heathers Sunrise |,2024-08-24,05:15:00,2024-08-24,09:30:00,2.5hrs-4hrs,peak district,24/08/2024Peak District Photography - based around the Roaches and Ramshaw Rocks with spectacular viewing points and plenty of heathers to shoot for landscapes,Staffordshire - Upper Hulme,"Roach Road, Leek, England, ST13 8TY, United Kingdom",ST13 8TY,https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-sunrise-heathers,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1700303622633-FX3Z99NDIYVQSFXYLD5G/The+Roaches.jpg,,2024-10-25 20:28:09,Published
Poppy Fields Photography Workshop - Worcs | Sunrise 9/6,2024-06-09,05:00:00,2024-06-09,07:30:00,2.5hrs-4hrs,,09/06/2024Kidderminster - Poppy Fields Photography Workshops Sunrise - A field full of red poppies is a sight to experience | Subject to seasonal variation,Worcestershire,"Kinver, England, DY7 5LZ, United Kingdom",DY7 5LZ,https://www.alanranger.com/photographic-workshops-near-me/poppy-fields-photography-workshop-sunrise,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1539008898994-ESG75007CGBM7JYKMWIT/poppy+glow-Photography-Workshops.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h2 style=""white-space:pre-wrap;"">Description - <strong>poppy fields photography Workshop</strong></h2><h3 style=""white-space:pre-wrap;"">Landscape Photography</h3><p class="""" style=""white-space:pre-wrap;"">Rolling hills full of poppies takes some beating. Join me for one of the poppy field photography location shoots from early June to end of June in Worcestershire - These are provisional dates and may change depending on mother nature.</p><p class="""" style=""white-space:pre-wrap;"">This is one of the best flowering meadow scenes you will witness.&nbsp;</p><h3 style=""white-space:pre-wrap;"">On this <strong>poppy fields photography Workshop</strong> Alan will guide you through:</h3><ul data-rte-list=""default""><li><p class="""" style=""white-space:pre-wrap;"">focusing in low light</p></li><li><p class="""" style=""white-space:pre-wrap;"">tonal range and shadow and highlight recognition</p></li><li><p class="""" style=""white-space:pre-wrap;"">composition and designing the shot in the dark</p></li><li><p class="""" style=""white-space:pre-wrap;"">long exposure, set-up and calculating the right amount of time</p></li></ul><h2 style=""white-space:pre-wrap;"">Itinerary - <strong>poppy fields photography Workshop</strong></h2><ul data-rte-list=""default""><li><p class="""" style=""white-space:pre-wrap;"">Meet at designated location</p></li><li><p class="""" style=""white-space:pre-wrap;"">Workshop Briefing, preparation and set-up</p></li><li><p class="""" style=""white-space:pre-wrap;"">Shoot, review images and get individual tuition</p></li><li><p class="""" style=""white-space:pre-wrap;"">Event finish</p></li></ul>
</div>




















  
  



",2024-10-01 10:39:33,Published
Poppy Fields Photography Workshop - Worcs | Sunset 8/6,2024-06-08,19:15:00,2024-06-08,21:45:00,2.5hrs-4hrs,,08/06/2024Kidderminster - Poppy Fields Photography Workshops Sunset - A field full of red poppies is a sight to experience | Subject to seasonal variation,Worcestershire,"Kinver, England, DY7 5LZ, United Kingdom",DY7 5LZ,https://www.alanranger.com/photographic-workshops-near-me/poppy-fields-photography-workshop-sunset,https://images.squarespace-cdn.com/content/v1/5013f4b2c4aaa4752ac69b17/1539008898994-ESG75007CGBM7JYKMWIT/poppy+glow-Photography-Workshops.jpg,"

<div class=""sqs-html-content"" data-sqsp-text-block-content="""">
  <h2 style=""white-space:pre-wrap;"">Description - <strong>poppy fields photography Workshop</strong></h2><h3 style=""white-space:pre-wrap;"">Landscape Photography</h3><p class="""" style=""white-space:pre-wrap;"">Rolling hills full of poppies takes some beating. Join me for one of the poppy field photography location shoots from early June to end of June in Worcestershire - These are provisional dates and may change depending on mother nature.</p><p class="""" style=""white-space:pre-wrap;"">This is one of the best flowering meadow scenes you will witness.&nbsp;</p><h3 style=""white-space:pre-wrap;"">On this<strong> Workshop</strong> Alan will guide you through:</h3><ul data-rte-list=""default""><li><p class="""" style=""white-space:pre-wrap;"">focusing in low light</p></li><li><p class="""" style=""white-space:pre-wrap;"">tonal range and shadow and highlight recognition</p></li><li><p class="""" style=""white-space:pre-wrap;"">composition and designing the shot in the dark</p></li><li><p class="""" style=""white-space:pre-wrap;"">long exposure, set-up and calculating the right amount of time</p></li></ul><h2 style=""white-space:pre-wrap;"">Itinerary - <strong>poppy fields photography Workshop</strong></h2><ul data-rte-list=""default""><li><p class="""" style=""white-space:pre-wrap;"">Meet at designated location</p></li><li><p class="""" style=""white-space:pre-wrap;"">Workshop Briefing, preparation and set-up</p></li><li><p class="""" style=""white-space:pre-wrap;"">Shoot, review images and get individual tuition</p></li><li><p class="""" style=""white-space:pre-wrap;"">Event finish</p></li></ul>
</div>




















  
  



",2024-10-01 10:39:06,Published